Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Bedroom AbvGr,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Electrical,Enclosed Porch,Fence,Fireplace Qu,Fireplaces,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Kitchen AbvGr,Kitchen Qual,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Shape,Low Qual Fin SF,Mas Vnr Area,Misc Val,Mo Sold,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Screen Porch,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,abnormal_sale,air_cond,build_type_1Fam,build_type_2Fam,build_type_Twnhs,found_BrkTil,found_CBlock,found_PConc,has 2nd Flr,has Bsmt,has Fireplace,has Garage,has Pool,has Porch,major_street,new_home,nhood_Blmngtn,nhood_Blueste,nhood_BrDale,nhood_BrkSide,nhood_ClearCr,nhood_CollgCr,nhood_Crawfor,nhood_Edwards,nhood_Gilbert,nhood_Greens,nhood_GrnHill,nhood_IDOTRR,nhood_Landmrk,nhood_MeadowV,nhood_Mitchel,nhood_NPkVill,nhood_NWAmes,nhood_Names,nhood_NoRidge,nhood_NridgHt,nhood_OldTown,nhood_SWISU,nhood_Sawyer,nhood_SawyerW,nhood_Somerst,nhood_StoneBr,nhood_Timber,nhood_Veenker,park,partial_sale,railway,recently_built,recently_remodeled,remodeled,years_since_built,years_since_remodeled,SalePrice,SalePrice (box-cox-0)
839,907131090,827.0,6.717804695023691,834.0,0.0,3,TA,Av,1,0,Gd,70.0,385.0,344.0,GLQ,ALQ,SBrkr,0.0,NA,TA,1,2,Typ,550.0,2,TA,RFn,TA,1661.0,7.415175109613295,1,1,Gd,Gtl,10667.0,15.281581009518307,IR2,0.0,0.0,0.0,4,61.0,6,7,Y,0.0,NA,0.0,6,3.5,799.0,219.0,2460.0,18.83180988832809,AllPub,158.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,13,212000.0,12.26434155365415
840,907131190,1463.0,7.288244401020124,0.0,0.0,3,TA,Mn,1,0,Gd,513.0,950.0,0.0,GLQ,Unf,SBrkr,0.0,GdPrv,NA,0,2,Typ,539.0,2,TA,Fin,TA,1463.0,7.288244401020124,0,1,TA,Gtl,14753.0,16.114879980894557,IR2,0.0,0.0,0.0,12,81.0,5,7,Y,0.0,NA,0.0,5,3.0,1463.0,81.0,2926.0,19.6731653198604,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,11,207000.0,12.240474072247506
841,907135040,1097.0,7.00033446027523,0.0,0.0,3,TA,No,0,0,Gd,1097.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,1,Typ,672.0,2,TA,Unf,TA,1097.0,7.00033446027523,1,1,TA,Gtl,10859.0,15.326721998512882,Reg,0.0,0.0,0.0,6,64.0,5,5,Y,0.0,NA,0.0,6,1.5,1097.0,456.0,2194.0,18.292565690968228,AllPub,392.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,145000.0,11.884489021402711
842,907135170,990.0,6.897704943128636,0.0,0.0,3,Gd,No,1,0,Gd,244.0,746.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,480.0,2,TA,Unf,TA,990.0,6.897704943128636,0,1,TA,Gtl,8072.0,14.586579596021453,Reg,0.0,0.0,0.0,5,64.0,5,5,Y,0.0,NA,0.0,5,2.0,990.0,64.0,1980.0,17.819338063879105,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,14,138000.0,11.835008964139341
843,907175100,866.0,6.763884908562435,913.0,0.0,3,TA,Av,0,0,Gd,866.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,546.0,2,TA,RFn,TA,1779.0,7.483806687665835,1,1,Gd,Gtl,10400.0,15.217575742391544,Reg,0.0,0.0,0.0,3,36.0,5,7,Y,0.0,NA,0.0,6,2.5,866.0,234.0,2645.0,19.17993558712727,AllPub,198.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,197900.0,12.195517131590657
844,907180130,1501.0,7.313886831633462,0.0,0.0,3,TA,Gd,1,0,Gd,811.0,679.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,577.0,2,TA,RFn,TA,1501.0,7.313886831633462,0,1,Gd,Gtl,10335.0,15.201770253519635,IR1,0.0,183.0,0.0,6,29.0,5,7,Y,0.0,NA,0.0,6,3.0,1490.0,173.0,2991.0,19.781825063631622,AllPub,144.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,10,204000.0,12.225875272826354
845,907181100,1431.0,7.266128779556451,0.0,0.0,3,TA,Av,1,0,Gd,871.0,560.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,666.0,2,TA,Fin,TA,1431.0,7.266128779556451,0,1,Gd,Gtl,9017.0,14.860290944782676,IR1,0.0,0.0,0.0,9,35.0,5,7,Y,0.0,NA,0.0,6,3.0,1431.0,35.0,2862.0,19.564273840758315,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,10,192000.0,12.165250651009918
846,907185050,928.0,6.833031732786201,844.0,0.0,3,TA,No,1,0,Gd,322.0,606.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,492.0,2,TA,RFn,TA,1772.0,7.4798641311650265,1,1,TA,Gtl,8750.0,14.785678113410041,Reg,0.0,120.0,0.0,4,96.0,5,6,Y,0.0,NA,0.0,7,3.5,928.0,246.0,2700.0,19.27966874151019,AllPub,150.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,200000.0,12.206072645530174
847,907192030,831.0,6.7226297948554485,829.0,0.0,3,TA,No,0,0,Gd,831.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,493.0,2,TA,RFn,TA,1660.0,7.414572881350589,1,1,Gd,Gtl,8935.0,14.837590107520269,IR1,0.0,95.0,0.0,7,68.0,5,7,Y,0.0,NA,0.0,7,2.5,831.0,212.0,2491.0,18.89157330741911,AllPub,144.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,195000.0,12.180754837545884
848,907192090,1573.0,7.360739903058278,0.0,0.0,3,TA,No,1,0,Gd,785.0,788.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,544.0,2,TA,RFn,TA,1573.0,7.360739903058278,0,1,Gd,Gtl,9808.0,15.070214265216597,IR1,0.0,110.0,0.0,3,72.0,5,7,Y,0.0,NA,0.0,6,3.0,1573.0,72.0,3146.0,20.033510045653042,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,227000.0,12.332705296463539
849,907194010,944.0,6.8501261661455,896.0,0.0,3,TA,No,1,0,Gd,278.0,666.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,622.0,2,TA,RFn,TA,1840.0,7.517520850603031,1,1,Gd,Gtl,12420.0,15.66918970483471,Reg,0.0,0.0,0.0,6,45.0,5,7,Y,0.0,NA,0.0,6,3.5,944.0,45.0,2784.0,19.428896557373942,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,230000.0,12.345834587905333
850,907194110,1430.0,7.265429723253953,0.0,0.0,3,TA,No,0,0,Gd,1413.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,605.0,2,TA,RFn,TA,1430.0,7.265429723253953,0,1,Gd,Gtl,16285.0,16.37416848766101,IR2,0.0,0.0,0.0,6,33.0,5,7,Y,0.0,NA,0.0,6,2.0,1413.0,33.0,2843.0,19.531571846754105,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,8,7,187100.0,12.139398512262181
851,907194160,1444.0,7.275172319452771,0.0,0.0,3,TA,No,1,0,Gd,172.0,1259.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,577.0,2,TA,RFn,TA,1444.0,7.275172319452771,0,1,Gd,Gtl,10739.0,15.298593932026868,IR1,0.0,68.0,0.0,4,40.0,5,7,Y,0.0,NA,0.0,6,3.0,1431.0,184.0,2875.0,19.586548958285743,AllPub,144.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,203000.0,12.220961258023925
852,907196060,1492.0,7.307872780763706,0.0,0.0,3,TA,Mn,0,0,Gd,1468.0,24.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,608.0,2,TA,RFn,TA,1492.0,7.307872780763706,0,1,Gd,Gtl,11166.0,15.397429435620875,Reg,0.0,180.0,0.0,7,114.0,5,7,Y,0.0,NA,168.0,6,2.0,1492.0,282.0,2984.0,19.7702145387927,AllPub,0.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,201000.0,12.211060187041213
853,907200230,1040.0,6.946975992135418,0.0,0.0,3,TA,No,0,0,Gd,424.0,616.0,0.0,Rec,Unf,SBrkr,0.0,NA,NA,0,2,Typ,0.0,0,NA,NA,NA,1040.0,6.946975992135418,0,1,TA,Mod,8430.0,14.69350609896327,Reg,0.0,136.0,0.0,8,0.0,5,5,Y,0.0,NA,0.0,5,2.0,1040.0,0.0,2080.0,18.045316198021403,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,124000.0,11.728036844587175
854,907201220,907.0,6.810142450115136,0.0,0.0,3,TA,Av,0,0,Gd,282.0,625.0,0.0,GLQ,Unf,SBrkr,0.0,MnPrv,NA,0,1,Typ,343.0,1,TA,Unf,TA,907.0,6.810142450115136,0,1,TA,Gtl,16269.0,16.371576081258173,IR1,0.0,76.0,0.0,7,0.0,5,5,Y,0.0,NA,0.0,5,1.0,907.0,72.0,1814.0,17.423193304532102,AllPub,72.0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,140000.0,11.84939770159144
855,907201280,914.0,6.81783057145415,0.0,0.0,2,TA,No,1,0,TA,132.0,710.0,72.0,ALQ,BLQ,SBrkr,0.0,NA,NA,0,1,Typ,444.0,2,TA,Unf,TA,914.0,6.81783057145415,0,1,TA,Gtl,6950.0,14.221357538162884,IR1,0.0,40.0,0.0,10,0.0,7,5,Y,0.0,NA,0.0,5,2.0,914.0,0.0,1828.0,17.45769827175796,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,134900.0,11.812289042195847
856,907202050,1040.0,6.946975992135418,0.0,0.0,3,TA,Mn,0,0,Gd,364.0,532.0,144.0,LwQ,Rec,SBrkr,0.0,NA,NA,0,2,Typ,484.0,2,TA,Unf,TA,1040.0,6.946975992135418,0,1,Gd,Gtl,8800.0,14.799805069535616,IR1,0.0,0.0,0.0,9,0.0,7,5,Y,0.0,NA,288.0,5,2.0,1040.0,288.0,2080.0,18.045316198021403,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,1,150500.0,11.921718363171067
857,907202080,864.0,6.761572768804055,0.0,0.0,3,TA,No,1,0,TA,218.0,646.0,0.0,ALQ,Unf,SBrkr,0.0,GdWo,NA,0,1,Typ,336.0,1,TA,Unf,TA,864.0,6.761572768804055,0,1,TA,Gtl,7000.0,14.238726817660954,IR1,0.0,90.0,0.0,7,0.0,8,5,Y,0.0,NA,0.0,6,2.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,31,4,136500.0,11.824079893607152
858,907202130,1268.0,7.145196134997171,0.0,0.0,3,Gd,Av,0,0,Gd,1072.0,196.0,0.0,ALQ,Unf,SBrkr,0.0,NA,NA,0,1,Typ,252.0,1,TA,Unf,TA,1268.0,7.145196134997171,1,1,Gd,Mod,9286.0,14.93347828467812,IR1,0.0,0.0,0.0,10,0.0,7,5,Y,0.0,NA,0.0,5,1.5,1268.0,173.0,2536.0,18.977276648842754,AllPub,173.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,20,143500.0,11.874090314181814
859,907227030,864.0,6.761572768804055,0.0,0.0,3,TA,Av,1,0,TA,404.0,460.0,0.0,BLQ,Unf,SBrkr,0.0,NA,Fa,1,1,Typ,338.0,1,TA,Unf,TA,864.0,6.761572768804055,0,1,TA,Gtl,15523.0,16.248081493286634,IR1,0.0,0.0,0.0,8,0.0,6,5,Y,0.0,NA,0.0,5,2.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,133500.0,11.801856756822442
860,907227080,894.0,6.795705775173514,0.0,0.0,2,TA,Av,0,0,TA,117.0,777.0,0.0,Rec,Unf,SBrkr,0.0,NA,NA,0,1,Typ,600.0,2,TA,RFn,TA,894.0,6.795705775173514,0,1,TA,Gtl,7200.0,14.307105706203597,Reg,0.0,0.0,0.0,9,0.0,5,5,Y,0.0,NA,0.0,6,1.0,894.0,215.0,1788.0,17.358543411816488,AllPub,215.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,123000.0,11.719939634354555
861,907227110,768.0,6.643789733147672,0.0,0.0,2,TA,Av,0,1,Gd,108.0,660.0,0.0,GLQ,Unf,SBrkr,0.0,MnPrv,NA,0,1,Typ,396.0,1,TA,Fin,TA,768.0,6.643789733147672,0,1,TA,Gtl,7200.0,14.307105706203597,Reg,0.0,0.0,0.0,4,0.0,8,5,Y,0.0,NA,0.0,5,1.5,768.0,192.0,1536.0,16.689435423953974,AllPub,192.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,6,133900.0,11.804848531679264
862,907227290,768.0,6.643789733147672,0.0,0.0,2,TA,Av,1,0,Gd,112.0,656.0,0.0,GLQ,Unf,SBrkr,0.0,MnPrv,NA,0,1,Typ,396.0,2,TA,Unf,TA,768.0,6.643789733147672,0,1,TA,Gtl,8445.0,14.697896447000991,Reg,0.0,0.0,0.0,3,0.0,7,5,Y,0.0,NA,0.0,5,2.0,768.0,58.0,1536.0,16.689435423953974,AllPub,58.0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,37,2,133000.0,11.79810440720389
863,907250070,1611.0,7.384610383176974,0.0,0.0,3,TA,Av,1,0,Gd,335.0,1234.0,0.0,GLQ,Unf,SBrkr,0.0,NA,NA,0,2,Typ,1231.0,3,TA,RFn,TA,1611.0,7.384610383176974,0,1,Gd,Gtl,11664.0,15.508490012515818,Reg,0.0,0.0,0.0,9,93.0,5,7,Y,0.0,NA,0.0,6,3.0,1569.0,355.0,3180.0,20.087386942595277,AllPub,262.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,7,250000.0,12.429216196844383
864,907252060,1068.0,6.97354301952014,1116.0,0.0,4,TA,Av,0,0,Gd,1068.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,570.0,2,TA,RFn,TA,2184.0,7.688913336864796,1,1,Gd,Gtl,12334.0,15.651359920365428,IR1,0.0,198.0,0.0,6,132.0,5,8,Y,0.0,NA,0.0,8,2.5,1068.0,324.0,3252.0,20.199975103678927,AllPub,192.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6,6,254750.0,12.448037951084972
865,907252210,1788.0,7.488852955733459,0.0,0.0,3,TA,Av,0,0,Gd,1753.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,522.0,2,TA,RFn,TA,1788.0,7.488852955733459,0,1,Ex,Gtl,11838.0,15.546289741782896,Reg,0.0,0.0,0.0,6,151.0,5,8,Y,0.0,NA,0.0,7,2.0,1753.0,353.0,3541.0,20.63274928482017,AllPub,202.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,236500.0,12.373703486914124
866,907252220,1299.0,7.1693500166706,573.0,0.0,3,TA,Av,1,0,Gd,309.0,990.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,531.0,2,TA,RFn,TA,1872.0,7.534762657037537,1,1,Ex,Gtl,11885.0,15.556414220969103,Reg,0.0,108.0,0.0,11,122.0,5,8,Y,0.0,NA,0.0,7,3.5,1299.0,282.0,3171.0,20.073170431605718,AllPub,160.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,261500.0,12.474189562487116
867,907253130,1476.0,7.297091005160418,677.0,0.0,3,TA,Mn,1,0,Ex,536.0,904.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Ex,2,2,Typ,736.0,3,TA,Fin,TA,2153.0,7.674617497364363,1,1,Ex,Gtl,11050.0,15.370920695970746,Reg,0.0,204.0,0.0,5,142.0,5,9,Y,0.0,NA,0.0,8,3.5,1440.0,395.0,3593.0,20.707594905468007,AllPub,253.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,9,9,313000.0,12.65395846952229
869,907265010,944.0,6.8501261661455,926.0,0.0,3,TA,No,0,0,Gd,944.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,608.0,2,TA,RFn,TA,1870.0,7.533693709848633,1,1,Gd,Gtl,11250.0,15.416471135423517,Reg,0.0,0.0,0.0,5,43.0,5,7,Y,0.0,NA,0.0,6,2.5,944.0,299.0,2814.0,19.481319564475605,AllPub,256.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,211000.0,12.259613412458204
870,907275010,1513.0,7.321849713788356,0.0,0.0,2,TA,Gd,1,0,Gd,216.0,1246.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,521.0,2,TA,Fin,TA,1513.0,7.321849713788356,0,1,Gd,Gtl,15750.0,16.28621500352593,Reg,0.0,260.0,0.0,6,34.0,5,8,Y,0.0,NA,0.0,5,3.0,1462.0,169.0,2975.0,19.755254661358297,AllPub,135.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10,9,220000.0,12.301382825334498
871,907275090,1504.0,7.315883504509785,0.0,0.0,3,TA,Gd,1,0,Gd,814.0,690.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,478.0,2,TA,Fin,TA,1504.0,7.315883504509785,0,1,Gd,Gtl,11883.0,15.555984126737638,Reg,0.0,196.0,0.0,6,66.0,5,7,Y,0.0,NA,0.0,6,3.0,1504.0,181.0,3008.0,19.80993181587069,AllPub,115.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,203000.0,12.220961258023925
872,907275140,1828.0,7.510977752014095,0.0,0.0,3,TA,Gd,1,0,Ex,462.0,1360.0,0.0,GLQ,Unf,SBrkr,0.0,NA,Gd,1,2,Typ,523.0,2,TA,Fin,TA,1828.0,7.510977752014095,0,1,Gd,Gtl,12782.0,15.743042952797035,Reg,0.0,164.0,0.0,6,144.0,5,8,Y,0.0,NA,0.0,7,3.0,1822.0,338.0,3650.0,20.788648171500704,AllPub,194.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7,6,279500.0,12.540757571577291
873,907280170,1417.0,7.256297239690681,0.0,0.0,3,TA,Av,1,0,Gd,306.0,1111.0,0.0,GLQ,Unf,SBrkr,0.0,NA,TA,1,2,Typ,511.0,2,TA,Unf,TA,1417.0,7.256297239690681,0,1,Gd,Gtl,8750.0,14.785678113410041,Reg,0.0,209.0,0.0,8,0.0,5,7,Y,0.0,NA,117.0,7,3.0,1417.0,177.0,2834.0,19.516020369390368,AllPub,60.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,210000.0,12.254862809699606
874,907285020,1057.0,6.963189985870238,977.0,0.0,3,TA,No,1,0,Gd,318.0,739.0,0.0,GLQ,Unf,SBrkr,0.0,GdPrv,NA,0,2,Typ,645.0,2,TA,RFn,TA,2034.0,7.617759576608505,1,1,Gd,Gtl,9375.0,14.957272884026386,Reg,0.0,573.0,0.0,2,36.0,5,7,Y,0.0,NA,0.0,8,3.5,1057.0,612.0,3091.0,19.945361693835153,AllPub,576.0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,11,219500.0,12.299107511497363
875,907285050,909.0,6.812345094177479,807.0,0.0,2,TA,No,0,0,Gd,880.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,512.0,2,TA,RFn,TA,1716.0,7.447751280047908,1,1,Gd,Gtl,8750.0,14.785678113410041,Reg,0.0,0.0,0.0,7,120.0,5,7,Y,0.0,NA,0.0,7,2.5,880.0,120.0,2596.0,19.089675061145783,AllPub,0.0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,191000.0,12.160028707028767
876,907290070,1212.0,7.10002716662926,0.0,0.0,3,TA,No,0,0,Gd,1212.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,NA,0,2,Typ,573.0,2,TA,RFn,TA,1212.0,7.10002716662926,0,1,Gd,Gtl,9100.0,14.883080194665652,Reg,0.0,0.0,0.0,6,0.0,5,7,Y,0.0,NA,0.0,6,2.0,1212.0,356.0,2424.0,18.76164632512345,AllPub,356.0,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8,8,178000.0,12.089538829274222
877,907290090,1630.0,7.396335293800808,0.0,0.0,3,TA,No,0,0,Gd,1630.0,0.0,0.0,Unf,Unf,SBrkr,0.0,NA,TA,1,2,Typ,451.0,2,TA,Unf,TA,1630.0,7.396335293800808,0,1,Gd,Gtl,9750.0,15.055349293727405,Reg,0.0,171.0,0.0,10,234.0,5,7,Y,0.0,NA,0.0,6,2.0,1630.0,308.0,3260.0,20.212361433134312,AllPub,74.0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9,8,213000.0,12.269047444691562
