Order,PID,1st Flr SF,1st Flr SF (box-cox-0),2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Gr Liv Area (box-cox-0),Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Area (box-cox-0.1),Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bath,Total Bsmt SF,Total Porch SF,Total SF,Total SF (box-cox-0.2),Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0)
841,907135040,1097.0,7.00033446027523,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1097.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,672.0,2,TA,Unf,TA,Attchd,1097.0,7.00033446027523,1,GasA,Ex,1Story,1,TA,Lvl,Gtl,10859.0,15.326721998512882,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,64.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1.5,1097.0,456.0,2194.0,18.292565690968228,AllPub,392.0,1994,1995,2009,145000.0,11.884489021402711
842,907135170,990.0,6.897704943128636,0.0,0.0,NA,3,1Fam,Gd,No,1,0,Gd,244.0,746.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,480.0,2,TA,Unf,TA,Detchd,990.0,6.897704943128636,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,8072.0,14.586579596021453,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,5,CollgCr,64.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,990.0,64.0,1980.0,17.819338063879105,AllPub,0.0,1994,1995,2009,138000.0,11.835008964139341
843,907175100,866.0,6.763884908562435,913.0,0.0,NA,3,1Fam,TA,Av,0,0,Gd,866.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,546.0,2,TA,RFn,TA,Attchd,1779.0,7.483806687665835,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10400.0,15.217575742391544,Corner,Reg,0.0,060,RL,0.0,None,NA,0.0,3,CollgCr,36.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,866.0,234.0,2645.0,19.17993558712727,AllPub,198.0,1998,1998,2009,197900.0,12.195517131590657
844,907180130,1501.0,7.313886831633462,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Gd,811.0,679.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,577.0,2,TA,RFn,TA,Attchd,1501.0,7.313886831633462,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10335.0,15.201770253519635,Inside,IR1,0.0,020,RL,183.0,BrkFace,NA,0.0,6,CollgCr,29.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1490.0,173.0,2991.0,19.781825063631622,AllPub,144.0,1999,1999,2009,204000.0,12.225875272826354
845,907181100,1431.0,7.266128779556451,0.0,0.0,NA,3,1Fam,TA,Av,1,0,Gd,871.0,560.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,666.0,2,TA,Fin,TA,Attchd,1431.0,7.266128779556451,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9017.0,14.860290944782676,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,9,CollgCr,35.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1431.0,35.0,2862.0,19.564273840758315,AllPub,0.0,1999,1999,2009,192000.0,12.165250651009918
846,907185050,928.0,6.833031732786201,844.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,322.0,606.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,492.0,2,TA,RFn,TA,Attchd,1772.0,7.4798641311650265,1,GasA,Ex,2Story,1,TA,Lvl,Gtl,8750.0,14.785678113410041,Inside,Reg,0.0,060,RL,120.0,BrkFace,NA,0.0,4,CollgCr,96.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,928.0,246.0,2700.0,19.27966874151019,AllPub,150.0,1998,1998,2009,200000.0,12.206072645530174
847,907192030,831.0,6.7226297948554485,829.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,831.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,493.0,2,TA,RFn,TA,Attchd,1660.0,7.414572881350589,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8935.0,14.837590107520269,Inside,IR1,0.0,060,RL,95.0,BrkFace,NA,0.0,7,CollgCr,68.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,831.0,212.0,2491.0,18.89157330741911,AllPub,144.0,2002,2002,2009,195000.0,12.180754837545884
848,907192090,1573.0,7.360739903058278,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,785.0,788.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,544.0,2,TA,RFn,TA,Attchd,1573.0,7.360739903058278,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9808.0,15.070214265216597,Inside,IR1,0.0,020,RL,110.0,BrkFace,NA,0.0,3,CollgCr,72.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1573.0,72.0,3146.0,20.033510045653042,AllPub,0.0,2002,2002,2009,227000.0,12.332705296463539
849,907194010,944.0,6.8501261661455,896.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,278.0,666.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,622.0,2,TA,RFn,TA,Attchd,1840.0,7.517520850603031,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12420.0,15.66918970483471,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,6,CollgCr,45.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.5,944.0,45.0,2784.0,19.428896557373942,AllPub,0.0,2001,2001,2009,230000.0,12.345834587905333
850,907194110,1430.0,7.265429723253953,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1413.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,605.0,2,TA,RFn,TA,Attchd,1430.0,7.265429723253953,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,16285.0,16.37416848766101,Inside,IR2,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,33.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1413.0,33.0,2843.0,19.531571846754105,AllPub,0.0,2001,2002,2009,187100.0,12.139398512262181
851,907194160,1444.0,7.275172319452771,0.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,172.0,1259.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,577.0,2,TA,RFn,TA,Attchd,1444.0,7.275172319452771,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,10739.0,15.298593932026868,Inside,IR1,0.0,020,RL,68.0,BrkFace,NA,0.0,4,CollgCr,40.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,3.0,1431.0,184.0,2875.0,19.586548958285743,AllPub,144.0,2002,2001,2009,203000.0,12.220961258023925
852,907196060,1492.0,7.307872780763706,0.0,0.0,NA,3,1Fam,TA,Mn,0,0,Gd,1468.0,24.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,608.0,2,TA,RFn,TA,Attchd,1492.0,7.307872780763706,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11166.0,15.397429435620875,Inside,Reg,0.0,020,RL,180.0,BrkFace,NA,0.0,7,CollgCr,114.0,5,7,Y,0.0,NA,CompShg,Gable,Family,WD,168.0,Pave,6,2.0,1492.0,282.0,2984.0,19.7702145387927,AllPub,0.0,2001,2001,2009,201000.0,12.211060187041213
853,907200230,1040.0,6.946975992135418,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,424.0,616.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,0.0,0,NA,NA,NA,NA,1040.0,6.946975992135418,0,GasA,TA,1Story,1,TA,HLS,Mod,8430.0,14.69350609896327,Inside,Reg,0.0,020,RL,136.0,BrkFace,NA,0.0,8,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,1040.0,0.0,2080.0,18.045316198021403,AllPub,0.0,1978,1978,2009,124000.0,11.728036844587175
854,907201220,907.0,6.810142450115136,0.0,0.0,NA,3,1Fam,TA,Av,0,0,Gd,282.0,625.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,NA,0,BrkTil,1,Typ,343.0,1,TA,Unf,TA,Attchd,907.0,6.810142450115136,0,GasA,TA,1Story,1,TA,Lvl,Gtl,16269.0,16.371576081258173,CulDSac,IR1,0.0,020,RL,76.0,BrkFace,NA,0.0,7,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.0,907.0,72.0,1814.0,17.423193304532102,AllPub,72.0,1978,1978,2009,140000.0,11.84939770159144
855,907201280,914.0,6.81783057145415,0.0,0.0,NA,2,1Fam,TA,No,1,0,TA,132.0,710.0,72.0,ALQ,BLQ,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,444.0,2,TA,Unf,TA,Attchd,914.0,6.81783057145415,0,GasA,TA,1Story,1,TA,Lvl,Gtl,6950.0,14.221357538162884,Inside,IR1,0.0,020,RL,40.0,BrkFace,NA,0.0,10,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,914.0,0.0,1828.0,17.45769827175796,AllPub,0.0,1979,1979,2009,134900.0,11.812289042195847
856,907202050,1040.0,6.946975992135418,0.0,0.0,NA,3,1Fam,TA,Mn,0,0,Gd,364.0,532.0,144.0,LwQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,484.0,2,TA,Unf,TA,Detchd,1040.0,6.946975992135418,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,8800.0,14.799805069535616,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,9,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,288.0,Pave,5,2.0,1040.0,288.0,2080.0,18.045316198021403,AllPub,0.0,1977,2008,2009,150500.0,11.921718363171067
857,907202080,864.0,6.761572768804055,0.0,0.0,NA,3,1Fam,TA,No,1,0,TA,218.0,646.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,Gd,VinylSd,VinylSd,GdWo,NA,0,CBlock,1,Typ,336.0,1,TA,Unf,TA,Attchd,864.0,6.761572768804055,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,7000.0,14.238726817660954,CulDSac,IR1,0.0,020,RL,90.0,BrkFace,NA,0.0,7,CollgCr,0.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,1978,2005,2009,136500.0,11.824079893607152
858,907202130,1268.0,7.145196134997171,0.0,0.0,NA,3,1Fam,Gd,Av,0,0,Gd,1072.0,196.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,NA,0,CBlock,1,Typ,252.0,1,TA,Unf,TA,Detchd,1268.0,7.145196134997171,1,GasA,TA,1Story,1,Gd,Lvl,Mod,9286.0,14.93347828467812,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,10,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.5,1268.0,173.0,2536.0,18.977276648842754,AllPub,173.0,1977,1989,2009,143500.0,11.874090314181814
859,907227030,864.0,6.761572768804055,0.0,0.0,NA,3,1Fam,TA,Av,1,0,TA,404.0,460.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,Plywood,NA,Fa,1,CBlock,1,Typ,338.0,1,TA,Unf,TA,Attchd,864.0,6.761572768804055,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,15523.0,16.248081493286634,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,8,CollgCr,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,864.0,0.0,1728.0,17.206430349229205,AllPub,0.0,1972,1972,2009,133500.0,11.801856756822442
860,907227080,894.0,6.795705775173514,0.0,0.0,NA,2,1Fam,TA,Av,0,0,TA,117.0,777.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,600.0,2,TA,RFn,TA,Detchd,894.0,6.795705775173514,0,GasA,TA,1Story,1,TA,Low,Gtl,7200.0,14.307105706203597,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,9,CollgCr,0.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,1.0,894.0,215.0,1788.0,17.358543411816488,AllPub,215.0,1972,1972,2009,123000.0,11.719939634354555
861,907227110,768.0,6.643789733147672,0.0,0.0,NA,2,1Fam,TA,Av,0,1,Gd,108.0,660.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,Gd,TA,WdShing,HdBoard,MnPrv,NA,0,CBlock,1,Typ,396.0,1,TA,Fin,TA,Detchd,768.0,6.643789733147672,0,GasA,Gd,SFoyer,1,TA,Lvl,Gtl,7200.0,14.307105706203597,Inside,Reg,0.0,085,RL,0.0,None,NA,0.0,4,CollgCr,0.0,8,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1.5,768.0,192.0,1536.0,16.689435423953974,AllPub,192.0,1972,2003,2009,133900.0,11.804848531679264
862,907227290,768.0,6.643789733147672,0.0,0.0,NA,2,1Fam,TA,Av,1,0,Gd,112.0,656.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,WdShing,MnPrv,NA,0,CBlock,1,Typ,396.0,2,TA,Unf,TA,Detchd,768.0,6.643789733147672,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,8445.0,14.697896447000991,Corner,Reg,0.0,085,RL,0.0,None,NA,0.0,3,CollgCr,0.0,7,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,2.0,768.0,58.0,1536.0,16.689435423953974,AllPub,58.0,1972,2007,2009,133000.0,11.79810440720389
863,907250070,1611.0,7.384610383176974,0.0,0.0,NA,3,1Fam,TA,Av,1,0,Gd,335.0,1234.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,1231.0,3,TA,RFn,TA,Attchd,1611.0,7.384610383176974,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11664.0,15.508490012515818,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,9,CollgCr,93.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,3.0,1569.0,355.0,3180.0,20.087386942595277,AllPub,262.0,2002,2002,2009,250000.0,12.429216196844383
864,907252060,1068.0,6.97354301952014,1116.0,0.0,NA,4,1Fam,TA,Av,0,0,Gd,1068.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Gd,1,PConc,2,Typ,570.0,2,TA,RFn,TA,BuiltIn,2184.0,7.688913336864796,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,12334.0,15.651359920365428,Inside,IR1,0.0,060,RL,198.0,BrkFace,NA,0.0,6,CollgCr,132.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,2.5,1068.0,324.0,3252.0,20.199975103678927,AllPub,192.0,2003,2003,2009,254750.0,12.448037951084972
865,907252210,1788.0,7.488852955733459,0.0,0.0,NA,3,1Fam,TA,Av,0,0,Gd,1753.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,522.0,2,TA,RFn,TA,Attchd,1788.0,7.488852955733459,0,GasA,Ex,1Story,1,Ex,Lvl,Gtl,11838.0,15.546289741782896,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,151.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,2.0,1753.0,353.0,3541.0,20.63274928482017,AllPub,202.0,2001,2001,2009,236500.0,12.373703486914124
866,907252220,1299.0,7.1693500166706,573.0,0.0,NA,3,1Fam,TA,Av,1,0,Gd,309.0,990.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,531.0,2,TA,RFn,TA,BuiltIn,1872.0,7.534762657037537,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11885.0,15.556414220969103,Inside,Reg,0.0,060,RL,108.0,BrkFace,NA,0.0,11,CollgCr,122.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,3.5,1299.0,282.0,3171.0,20.073170431605718,AllPub,160.0,2001,2001,2009,261500.0,12.474189562487116
867,907253130,1476.0,7.297091005160418,677.0,0.0,NA,3,1Fam,TA,Mn,1,0,Ex,536.0,904.0,0.0,GLQ,Unf,Y,PosN,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,Ex,2,PConc,2,Typ,736.0,3,TA,Fin,TA,Attchd,2153.0,7.674617497364363,1,GasA,Ex,2Story,1,Ex,Lvl,Gtl,11050.0,15.370920695970746,Inside,Reg,0.0,060,RL,204.0,BrkFace,NA,0.0,5,CollgCr,142.0,5,9,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,3.5,1440.0,395.0,3593.0,20.707594905468007,AllPub,253.0,2000,2000,2009,313000.0,12.65395846952229
869,907265010,944.0,6.8501261661455,926.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,944.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,608.0,2,TA,RFn,TA,Attchd,1870.0,7.533693709848633,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,11250.0,15.416471135423517,Corner,Reg,0.0,060,RL,0.0,None,NA,0.0,5,CollgCr,43.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.5,944.0,299.0,2814.0,19.481319564475605,AllPub,256.0,2001,2001,2009,211000.0,12.259613412458204
870,907275010,1513.0,7.321849713788356,0.0,0.0,NA,2,1Fam,TA,Gd,1,0,Gd,216.0,1246.0,0.0,GLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,521.0,2,TA,Fin,TA,Attchd,1513.0,7.321849713788356,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,15750.0,16.28621500352593,FR3,Reg,0.0,020,RL,260.0,BrkFace,NA,0.0,6,CollgCr,34.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,3.0,1462.0,169.0,2975.0,19.755254661358297,AllPub,135.0,1999,2000,2009,220000.0,12.301382825334498
871,907275090,1504.0,7.315883504509785,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Gd,814.0,690.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,478.0,2,TA,Fin,TA,Attchd,1504.0,7.315883504509785,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,11883.0,15.555984126737638,Inside,Reg,0.0,020,RL,196.0,BrkFace,NA,0.0,6,CollgCr,66.0,5,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,3.0,1504.0,181.0,3008.0,19.80993181587069,AllPub,115.0,1996,1996,2009,203000.0,12.220961258023925
872,907275140,1828.0,7.510977752014095,0.0,0.0,NA,3,1Fam,TA,Gd,1,0,Ex,462.0,1360.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,Gd,1,PConc,2,Typ,523.0,2,TA,Fin,TA,Attchd,1828.0,7.510977752014095,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,12782.0,15.743042952797035,Inside,Reg,0.0,020,RL,164.0,BrkFace,NA,0.0,6,CollgCr,144.0,5,8,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,3.0,1822.0,338.0,3650.0,20.788648171500704,AllPub,194.0,2002,2003,2009,279500.0,12.540757571577291
873,907280170,1417.0,7.256297239690681,0.0,0.0,NA,3,1Fam,TA,Av,1,0,Gd,306.0,1111.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,511.0,2,TA,Unf,TA,Attchd,1417.0,7.256297239690681,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,8750.0,14.785678113410041,Inside,Reg,0.0,020,RL,209.0,BrkFace,NA,0.0,8,CollgCr,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,117.0,Pave,7,3.0,1417.0,177.0,2834.0,19.516020369390368,AllPub,60.0,1997,1998,2009,210000.0,12.254862809699606
874,907285020,1057.0,6.963189985870238,977.0,0.0,NA,3,1Fam,TA,No,1,0,Gd,318.0,739.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,GdPrv,NA,0,PConc,2,Typ,645.0,2,TA,RFn,TA,Attchd,2034.0,7.617759576608505,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9375.0,14.957272884026386,Inside,Reg,0.0,060,RL,573.0,BrkFace,NA,0.0,2,CollgCr,36.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,3.5,1057.0,612.0,3091.0,19.945361693835153,AllPub,576.0,1997,1998,2009,219500.0,12.299107511497363
875,907285050,909.0,6.812345094177479,807.0,0.0,NA,2,1Fam,TA,No,0,0,Gd,880.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,512.0,2,TA,RFn,TA,Attchd,1716.0,7.447751280047908,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,8750.0,14.785678113410041,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,7,CollgCr,120.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,2.5,880.0,120.0,2596.0,19.089675061145783,AllPub,0.0,1996,1996,2009,191000.0,12.160028707028767
876,907290070,1212.0,7.10002716662926,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1212.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,2,Typ,573.0,2,TA,RFn,TA,Attchd,1212.0,7.10002716662926,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9100.0,14.883080194665652,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,CollgCr,0.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1212.0,356.0,2424.0,18.76164632512345,AllPub,356.0,2001,2001,2009,178000.0,12.089538829274222
877,907290090,1630.0,7.396335293800808,0.0,0.0,NA,3,1Fam,TA,No,0,0,Gd,1630.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,451.0,2,TA,Unf,TA,Attchd,1630.0,7.396335293800808,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,9750.0,15.055349293727405,Inside,Reg,0.0,020,RL,171.0,BrkFace,NA,0.0,10,CollgCr,234.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,2.0,1630.0,308.0,3260.0,20.212361433134312,AllPub,74.0,2000,2001,2009,213000.0,12.269047444691562
878,907290180,848.0,6.742880635791903,0.0,0.0,NA,1,TwnhsE,TA,Av,1,0,Gd,163.0,685.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,420.0,2,TA,Fin,TA,Attchd,848.0,6.742880635791903,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435.0,13.157376809892906,Inside,Reg,0.0,120,RM,170.0,BrkFace,NA,0.0,6,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,848.0,140.0,1696.0,17.123568222761165,AllPub,140.0,2003,2004,2009,144000.0,11.877568578558138
879,907290210,848.0,6.742880635791903,0.0,0.0,NA,1,TwnhsE,TA,Av,1,0,Gd,163.0,685.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,NA,0,PConc,1,Typ,420.0,2,TA,Fin,TA,Attchd,848.0,6.742880635791903,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,4435.0,13.157376809892906,Inside,Reg,0.0,120,RM,170.0,BrkFace,NA,0.0,5,CollgCr,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,2.0,848.0,140.0,1696.0,17.123568222761165,AllPub,140.0,2003,2003,2009,140000.0,11.84939770159144
