Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,Total Bsmt SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice
765,904301100,1152.0,0.0,0,NA,2,Duplx,Gd,Gd,2,0,Gd,0.0,1152.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,NA,0,PConc,2,Typ,252.0,1,Fa,Unf,TA,Detchd,1152.0,0,GasA,TA,SFoyer,2,TA,Lvl,Gtl,10547.0,Inside,IR1,0.0,090,RL,0.0,None,NA,0.0,7,Edwards,0.0,5,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1152.0,AllPub,0.0,1978,1978,2009,159900
766,904301375,904.0,0.0,0,NA,1,1Fam,Po,Gd,1,0,Fa,333.0,350.0,0.0,BLQ,Unf,N,Norm,Norm,FuseA,0.0,Fa,Fa,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,0,Maj1,0.0,0,NA,NA,NA,NA,904.0,1,GasA,Gd,1Story,1,Fa,Low,Sev,10020.0,Inside,IR1,0.0,030,RL,0.0,None,NA,0.0,3,Edwards,0.0,1,1,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,683.0,AllPub,0.0,1922,1950,2009,61000
767,904351200,697.0,672.0,0,NA,3,1Fam,TA,No,1,0,TA,121.0,551.0,0.0,BLQ,Unf,N,Artery,Norm,SBrkr,0.0,Gd,TA,Wd Sdng,Wd Sdng,NA,NA,0,BrkTil,2,Typ,300.0,1,TA,Unf,TA,Detchd,1369.0,0,GasA,TA,2Story,1,TA,Lvl,Gtl,6629.0,Inside,Reg,0.0,070,RH,0.0,None,NA,0.0,7,Edwards,0.0,6,6,Y,0.0,NA,CompShg,Gambrel,Normal,WD,0.0,Pave,6,672.0,AllPub,147.0,1925,1950,2009,103600
768,904351240,687.0,425.0,0,NA,4,1Fam,TA,No,1,0,TA,585.0,0.0,0.0,Unf,Unf,N,Norm,Norm,FuseA,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,PConc,2,Typ,226.0,1,Po,Unf,Po,Detchd,1112.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,9780.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,3,Edwards,0.0,3,5,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,585.0,AllPub,0.0,1934,1950,2009,63000
769,905101260,1464.0,0.0,0,NA,3,1Fam,TA,Av,0,1,Gd,76.0,444.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Min2,480.0,2,TA,RFn,TA,Attchd,1464.0,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,12886.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,10,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,100.0,Pave,6,520.0,AllPub,302.0,1963,1999,2009,175000
770,905101490,1121.0,0.0,0,NA,3,1Fam,TA,No,1,0,TA,470.0,651.0,0.0,Rec,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,MnPrv,NA,0,PConc,1,Typ,480.0,2,TA,Unf,TA,Detchd,1121.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,8816.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Sawyer,80.0,6,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1121.0,AllPub,0.0,1963,1963,2009,139000
771,905103040,918.0,765.0,0,NA,3,1Fam,TA,No,0,0,TA,192.0,226.0,500.0,LwQ,Rec,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,440.0,2,TA,RFn,TA,Attchd,1683.0,1,GasA,Gd,2Story,1,TA,Lvl,Gtl,11184.0,Inside,Reg,0.0,060,RL,92.0,BrkFace,NA,0.0,7,Sawyer,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,918.0,AllPub,243.0,1978,1978,2009,172500
772,905103070,1052.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,525.0,527.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,Po,1,CBlock,1,Typ,668.0,1,TA,Fin,TA,Attchd,1052.0,1,GasA,TA,1Story,1,TA,Lvl,Gtl,11625.0,Inside,Reg,0.0,020,RL,172.0,BrkFace,NA,0.0,4,Sawyer,215.0,6,5,Y,0.0,NA,CompShg,Hip,Abnorml,WD,0.0,Pave,6,1052.0,AllPub,0.0,1967,1967,2009,113500
773,905105190,899.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,414.0,450.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,MnPrv,NA,0,PConc,1,Typ,288.0,1,TA,Fin,TA,Attchd,899.0,0,GasA,Ex,1Story,1,Gd,Lvl,Gtl,7800.0,Inside,Reg,0.0,020,RL,89.0,BrkFace,NA,0.0,6,Sawyer,0.0,7,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,864.0,AllPub,64.0,1967,2004,2009,130000
774,905107310,1034.0,0.0,0,NA,3,1Fam,TA,Gd,0,1,Gd,0.0,456.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Plywood,HdBoard,NA,Fa,1,CBlock,1,Typ,504.0,2,TA,Fin,TA,Basment,1034.0,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,8014.0,CulDSac,IR1,0.0,085,RL,23.0,BrkFace,NA,0.0,6,Sawyer,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,456.0,AllPub,0.0,1978,1978,2009,149900
775,905108190,858.0,0.0,0,NA,2,1Fam,TA,Av,1,0,Gd,173.0,685.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,CBlock,1,Typ,576.0,2,TA,Unf,TA,Detchd,858.0,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,7252.0,CulDSac,IR1,0.0,085,RL,0.0,None,NA,0.0,4,Sawyer,0.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,858.0,AllPub,120.0,1982,1982,2009,134900
776,905108220,860.0,0.0,0,NA,2,1Fam,TA,Av,1,0,TA,168.0,672.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,CBlock,1,Typ,528.0,2,TA,Unf,TA,Detchd,860.0,0,GasA,TA,SFoyer,1,TA,Lvl,Gtl,8740.0,Inside,IR1,0.0,085,RL,0.0,None,NA,0.0,7,Sawyer,0.0,6,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,4,840.0,AllPub,0.0,1982,1982,2009,137000
777,905200220,1092.0,0.0,0,NA,3,1Fam,TA,No,0,1,TA,252.0,170.0,670.0,LwQ,BLQ,Y,Norm,Norm,SBrkr,144.0,TA,TA,Wd Sdng,Wd Sdng,NA,Po,1,CBlock,1,Typ,288.0,1,TA,Unf,TA,Attchd,1092.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,11616.0,Inside,Reg,0.0,020,RL,116.0,BrkFace,NA,0.0,9,Sawyer,20.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1092.0,AllPub,0.0,1962,1962,2009,139000
778,905200260,904.0,611.0,0,NA,4,1Fam,Gd,No,0,0,TA,552.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,384.0,1,TA,Unf,TA,Attchd,1774.0,0,GasA,TA,SLvl,1,TA,Lvl,Gtl,15400.0,Inside,Reg,259.0,080,RL,0.0,None,NA,0.0,7,Sawyer,40.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,552.0,AllPub,290.0,1961,1961,2009,165000
779,905200350,1138.0,0.0,0,NA,3,1Fam,TA,Av,0,1,TA,550.0,588.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,TA,1,CBlock,1,Typ,480.0,2,TA,RFn,TA,Attchd,1138.0,0,GasA,Ex,SLvl,1,TA,Lvl,Gtl,15312.0,Inside,Reg,0.0,080,RL,54.0,BrkFace,NA,0.0,3,Sawyer,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,COD,140.0,Pave,6,1138.0,AllPub,0.0,1960,1960,2009,148000
780,905225090,2071.0,0.0,0,NA,4,1Fam,TA,Mn,0,1,TA,825.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,TA,1,CBlock,1,Typ,336.0,1,TA,Unf,TA,Attchd,2071.0,1,GasA,Ex,SLvl,1,TA,Lvl,Gtl,15584.0,Inside,Reg,0.0,080,RL,366.0,BrkFace,NA,0.0,10,ClearCr,28.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,9,825.0,AllPub,131.0,1956,1956,2009,165000
781,905228050,660.0,0.0,0,NA,2,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,N,Norm,Norm,SBrkr,100.0,TA,TA,Wd Sdng,Wd Sdng,NA,NA,0,Slab,1,Min2,0.0,0,NA,NA,NA,NA,660.0,0,GasA,Fa,1Story,1,Fa,Lvl,Gtl,9000.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Sawyer,0.0,2,2,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,0.0,AllPub,0.0,1947,1950,2009,63900
782,905229040,1104.0,684.0,0,NA,5,1Fam,TA,Av,1,0,TA,1104.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,TA,2,CBlock,1,Min2,304.0,1,TA,Unf,TA,Attchd,1788.0,0,GasA,Ex,1.5Fin,1,TA,Lvl,Gtl,11250.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,11,ClearCr,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1104.0,AllPub,120.0,1957,1989,2009,161500
783,905325020,1473.0,0.0,0,NA,1,1Fam,TA,Gd,2,0,TA,113.0,1324.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,2,CBlock,1,Typ,452.0,1,TA,Unf,TA,Attchd,1473.0,0,GasA,Ex,1Story,1,Ex,Low,Sev,25095.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,6,ClearCr,48.0,8,5,Y,0.0,NA,Tar&Grv,Flat,Partial,WD,60.0,Pave,5,1437.0,AllPub,0.0,1968,2003,2009,143000
784,905377010,1229.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,75.0,1059.0,0.0,ALQ,Unf,Y,Norm,Norm,FuseA,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,Typ,284.0,1,TA,RFn,TA,Attchd,1229.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,17140.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,4,Edwards,0.0,6,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,1134.0,AllPub,0.0,1956,1956,2009,135000
785,905377130,861.0,0.0,0,NA,1,1Fam,TA,No,0,0,TA,599.0,262.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,Typ,539.0,2,TA,Unf,TA,Detchd,861.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,12342.0,Inside,IR1,0.0,030,RL,0.0,None,NA,0.0,3,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,861.0,AllPub,158.0,1940,1950,2009,82500
786,905401100,1867.0,0.0,0,NA,2,1Fam,TA,No,1,0,TA,470.0,379.0,768.0,LwQ,BLQ,Y,Norm,Norm,FuseA,0.0,TA,Gd,Wd Sdng,Wd Sdng,GdWo,Gd,3,CBlock,1,Typ,303.0,1,TA,Fin,TA,Attchd,1867.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,10708.0,Inside,IR1,0.0,020,RL,0.0,None,NA,0.0,11,ClearCr,0.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,COD,142.0,Pave,7,1617.0,AllPub,476.0,1955,1993,2009,190000
787,905402060,1733.0,0.0,0,NA,4,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Norm,Norm,FuseA,0.0,TA,TA,BrkFace,Wd Sdng,NA,Gd,1,Slab,2,Min2,452.0,2,TA,Unf,TA,Attchd,1733.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,13680.0,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,6,Edwards,0.0,5,3,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,8,0.0,AllPub,0.0,1955,1955,2009,139600
788,905402070,1383.0,0.0,0,NA,2,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Norm,Norm,SBrkr,90.0,TA,TA,VinylSd,VinylSd,NA,NA,0,CBlock,1,Mod,498.0,2,TA,Unf,Fa,Attchd,1383.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,15635.0,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,10,Edwards,0.0,5,4,Y,0.0,NA,CompShg,Gable,Normal,WD,110.0,Pave,6,0.0,AllPub,0.0,1954,1954,2009,122000
789,905450020,1689.0,0.0,0,NA,3,1Fam,TA,No,0,0,TA,1436.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,480.0,2,TA,Unf,TA,Attchd,1689.0,0,GasA,Fa,1Story,1,TA,Lvl,Gtl,9855.0,Corner,Reg,0.0,020,RL,0.0,None,NA,0.0,11,Edwards,0.0,5,6,Y,0.0,NA,CompShg,Hip,Normal,COD,0.0,Pave,7,1436.0,AllPub,0.0,1956,1956,2009,127500
790,905451300,1073.0,0.0,0,NA,2,1Fam,TA,No,1,0,TA,816.0,257.0,0.0,Rec,Unf,Y,Norm,Norm,FuseA,0.0,TA,TA,MetalSd,MetalSd,GdPrv,NA,0,CBlock,1,Typ,340.0,1,TA,Unf,TA,Attchd,1073.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9571.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,2,Edwards,0.0,5,5,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,5,1073.0,AllPub,0.0,1956,1956,2009,121500
791,905451340,1276.0,0.0,0,NA,3,1Fam,Fa,No,0,0,TA,1276.0,0.0,0.0,Unf,Unf,Y,Norm,Norm,FuseA,0.0,Fa,TA,BrkComm,BrkComm,NA,NA,0,CBlock,1,Mod,350.0,1,TA,Unf,TA,Attchd,1276.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9571.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,6,Edwards,0.0,3,5,Y,0.0,NA,CompShg,Gable,Abnorml,COD,0.0,Pave,5,1276.0,AllPub,0.0,1958,1958,2009,60000
792,905452040,892.0,747.0,0,NA,3,1Fam,TA,No,0,0,TA,405.0,342.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,Gd,1,CBlock,1,Typ,240.0,1,TA,Unf,TA,Detchd,1639.0,1,GasA,Ex,2Story,1,Gd,Bnk,Gtl,9350.0,Inside,Reg,0.0,060,RL,0.0,None,NA,0.0,7,Edwards,50.0,7,6,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,6,747.0,AllPub,0.0,1946,1950,2009,154400
793,905452050,672.0,0.0,0,NA,2,1Fam,TA,No,1,0,TA,328.0,344.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,NA,NA,0,CBlock,1,Typ,234.0,1,TA,Unf,TA,Attchd,672.0,0,GasA,TA,1Story,1,TA,Lvl,Gtl,9340.0,Inside,Reg,0.0,030,RL,0.0,None,NA,0.0,8,Edwards,113.0,6,4,N,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,4,672.0,AllPub,0.0,1941,1950,2009,113000
794,905475160,1089.0,0.0,0,NA,3,1Fam,TA,No,1,0,Gd,916.0,173.0,0.0,BLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,MnPrv,Gd,1,CBlock,1,Typ,252.0,1,TA,RFn,TA,Detchd,1089.0,0,GasW,TA,1Story,1,TA,Lvl,Gtl,7440.0,Inside,Reg,0.0,020,RL,0.0,None,NA,0.0,9,Edwards,0.0,6,5,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1089.0,AllPub,328.0,1954,1954,2009,125000
795,905475500,845.0,0.0,0,NA,3,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,N,Norm,Norm,SBrkr,0.0,Gd,TA,Wd Sdng,Wd Sdng,NA,NA,0,Slab,1,Typ,290.0,1,TA,Unf,TA,Detchd,845.0,0,GasA,Ex,1Story,1,TA,Lvl,Gtl,11500.0,CulDSac,IR1,0.0,020,RL,0.0,None,NA,0.0,1,Edwards,0.0,3,4,N,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,0.0,AllPub,186.0,1957,1957,2009,84000
796,905476230,1049.0,0.0,0,NA,2,TwnhsE,TA,Mn,1,0,Gd,104.0,552.0,393.0,GLQ,ALQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,CBlock,2,Typ,266.0,1,TA,Fin,TA,Attchd,1049.0,0,GasA,TA,1Story,1,Gd,Lvl,Gtl,4235.0,Inside,Reg,0.0,120,RL,149.0,BrkFace,NA,0.0,2,Edwards,105.0,5,5,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1049.0,AllPub,0.0,1984,1984,2009,139500
797,905478030,1148.0,568.0,0,NA,3,1Fam,TA,No,0,0,TA,476.0,292.0,0.0,LwQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,1,Min2,281.0,1,TA,Unf,TA,Attchd,1716.0,1,GasA,Gd,1.5Fin,1,TA,Lvl,Gtl,11409.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,1,Edwards,0.0,4,5,Y,0.0,NA,CompShg,Gable,Normal,WD,160.0,Pave,8,768.0,AllPub,0.0,1949,2008,2009,131000
798,905480030,698.0,560.0,0,NA,2,1Fam,TA,Mn,0,0,TA,356.0,204.0,0.0,Rec,Unf,Y,Norm,Norm,SBrkr,0.0,TA,TA,WdShing,WdShing,MnPrv,NA,0,BrkTil,1,Typ,280.0,1,TA,Unf,TA,Detchd,1258.0,0,GasA,TA,1.5Fin,1,TA,Lvl,Gtl,9060.0,Inside,Reg,0.0,050,RL,0.0,None,NA,0.0,10,Edwards,0.0,5,6,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,6,560.0,AllPub,0.0,1939,1950,2009,105000
799,905480210,755.0,755.0,0,NA,4,1Fam,TA,Mn,1,0,TA,755.0,0.0,0.0,Unf,Unf,Y,Artery,Norm,SBrkr,0.0,TA,TA,MetalSd,MetalSd,MnPrv,Gd,1,CBlock,1,Typ,296.0,1,Po,Unf,Fa,Detchd,1510.0,0,GasA,TA,2Story,1,TA,Lvl,Gtl,9084.0,Inside,Reg,0.0,070,RL,0.0,None,NA,0.0,10,Edwards,0.0,5,4,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,755.0,AllPub,120.0,1940,1950,2009,108000
800,906201021,1061.0,0.0,0,NA,1,1Fam,TA,No,1,0,Gd,308.0,460.0,286.0,GLQ,ALQ,Y,Feedr,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,NA,0,PConc,1,Typ,462.0,2,TA,Unf,TA,Attchd,1061.0,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,10778.0,Inside,IR1,0.0,080,RL,0.0,None,NA,0.0,7,SawyerW,36.0,6,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,4,1054.0,AllPub,114.0,1990,1991,2009,162000
801,906201050,1338.0,0.0,0,NA,2,1Fam,TA,Av,0,0,Gd,0.0,70.0,450.0,Rec,GLQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,Po,1,CBlock,1,Min2,576.0,2,TA,Unf,TA,Attchd,1338.0,1,GasA,Gd,SLvl,1,Gd,Lvl,Gtl,19255.0,Inside,IR1,0.0,080,RL,100.0,BrkFace,Shed,600.0,9,SawyerW,0.0,5,6,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,520.0,AllPub,0.0,1983,1983,2009,156500
802,906201130,1496.0,636.0,0,NA,1,1Fam,TA,Gd,1,0,Gd,55.0,1441.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,Wd Sdng,Wd Sdng,NA,Gd,1,CBlock,1,Min2,612.0,2,TA,Fin,Gd,BuiltIn,2132.0,1,GasA,Ex,1.5Fin,1,Gd,Low,Mod,12327.0,Inside,IR1,0.0,050,RL,0.0,None,NA,0.0,9,SawyerW,40.0,8,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,5,1496.0,AllPub,349.0,1983,2009,2009,316600
803,906203120,2196.0,0.0,0,NA,3,1Fam,TA,Mn,0,0,Gd,1496.0,485.0,177.0,ALQ,BLQ,Y,Norm,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,CBlock,2,Typ,701.0,3,TA,RFn,TA,Attchd,2196.0,0,GasA,Gd,1Story,1,Gd,Lvl,Gtl,14684.0,CulDSac,IR1,0.0,020,RL,234.0,BrkFace,NA,0.0,6,SawyerW,70.0,7,7,Y,0.0,NA,CompShg,Hip,Normal,WD,0.0,Pave,7,2158.0,AllPub,84.0,1990,1991,2009,271900
804,906223060,1006.0,769.0,0,NA,3,1Fam,TA,No,1,0,Gd,227.0,513.0,0.0,ALQ,Unf,Y,Norm,Norm,SBrkr,192.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,2,Typ,425.0,2,TA,Unf,TA,Attchd,1775.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9317.0,Inside,Reg,0.0,060,RL,137.0,BrkFace,NA,0.0,7,SawyerW,72.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,740.0,AllPub,234.0,1993,1993,2009,213000
805,906223080,1079.0,800.0,0,NA,3,1Fam,Gd,No,1,0,Gd,605.0,474.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,144.0,Gd,Gd,VinylSd,VinylSd,MnPrv,TA,1,PConc,2,Typ,473.0,2,TA,RFn,TA,Attchd,1879.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,10560.0,Corner,Reg,0.0,060,RL,0.0,None,NA,0.0,8,SawyerW,100.0,5,7,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1079.0,AllPub,400.0,1993,1994,2009,239900
806,906223210,1142.0,878.0,0,NA,3,1Fam,TA,No,0,0,Gd,544.0,584.0,0.0,GLQ,Unf,Y,Norm,Norm,SBrkr,0.0,TA,Gd,VinylSd,VinylSd,NA,TA,1,PConc,2,Typ,466.0,2,TA,RFn,TA,Attchd,2020.0,1,GasA,Ex,2Story,1,Gd,Lvl,Gtl,9828.0,Inside,IR1,0.0,060,RL,0.0,None,NA,0.0,6,SawyerW,155.0,5,8,Y,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,8,1128.0,AllPub,0.0,1995,1995,2009,239500
807,906226060,1288.0,728.0,0,NA,4,1Fam,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Feedr,Norm,SBrkr,0.0,TA,Gd,HdBoard,HdBoard,NA,TA,1,PConc,1,Mod,576.0,2,TA,Unf,TA,Attchd,2016.0,0,GasA,Ex,2Story,1,TA,Bnk,Gtl,26400.0,FR2,Reg,0.0,070,RL,0.0,None,NA,0.0,6,SawyerW,0.0,7,5,P,0.0,NA,CompShg,Gable,Normal,WD,0.0,Pave,7,0.0,AllPub,0.0,1880,2007,2009,131000
808,906226070,1535.0,0.0,0,NA,4,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Norm,Norm,SBrkr,0.0,Fa,TA,HdBoard,HdBoard,NA,NA,0,Slab,2,Typ,410.0,2,TA,Unf,TA,Attchd,1535.0,0,GasA,TA,1Story,2,TA,Bnk,Gtl,7018.0,Inside,Reg,0.0,090,RL,0.0,None,NA,0.0,6,SawyerW,0.0,5,5,Y,0.0,NA,CompShg,Gable,Alloca,WD,0.0,Pave,8,0.0,AllPub,0.0,1979,1979,2009,118964
809,906226080,1224.0,0.0,0,NA,2,Duplx,TA,Av,2,0,Gd,0.0,1086.0,0.0,GLQ,Unf,Y,Feedr,Norm,SBrkr,0.0,TA,TA,Plywood,Plywood,NA,TA,2,CBlock,0,Typ,528.0,2,TA,Unf,TA,Detchd,1224.0,2,GasA,TA,SFoyer,2,TA,Bnk,Gtl,7018.0,Inside,Reg,0.0,090,RL,275.0,Stone,NA,0.0,6,SawyerW,0.0,5,5,Y,0.0,NA,CompShg,Gable,Alloca,WD,0.0,Pave,6,1086.0,AllPub,120.0,1979,1979,2009,153337
810,906226090,1114.0,1114.0,0,NA,6,Duplx,NA,NA,0,0,NA,0.0,0.0,0.0,NA,NA,Y,Feedr,Norm,SBrkr,0.0,TA,TA,HdBoard,HdBoard,NA,NA,0,Slab,2,Typ,720.0,2,TA,Unf,TA,Detchd,2228.0,0,GasA,TA,2Story,2,TA,Lvl,Gtl,7018.0,Inside,Reg,0.0,090,RL,0.0,None,NA,0.0,6,SawyerW,0.0,5,5,Y,0.0,NA,CompShg,Gable,Alloca,WD,0.0,Pave,8,0.0,AllPub,73.0,1979,1979,2009,147983
