Order,PID,1st Flr SF,2nd Flr SF,3Ssn Porch,Alley,Bedroom AbvGr,Bldg Type,Bsmt Cond,Bsmt Exposure,Bsmt Full Bath,Bsmt Half Bath,Bsmt Qual,Bsmt Unf SF,BsmtFin SF 1,BsmtFin SF 2,BsmtFin Type 1,BsmtFin Type 2,Central Air,Condition 1,Condition 2,Electrical,Enclosed Porch,Exter Cond,Exter Qual,Exterior 1st,Exterior 2nd,Fence,Fireplace Qu,Fireplaces,Foundation,Full Bath,Functional,Garage Area,Garage Cars,Garage Cond,Garage Finish,Garage Qual,Garage Type,Gr Liv Area,Half Bath,Heating,Heating QC,House Style,Kitchen AbvGr,Kitchen Qual,Land Contour,Land Slope,Lot Area,Lot Config,Lot Shape,Low Qual Fin SF,MS SubClass,MS Zoning,Mas Vnr Area,Mas Vnr Type,Misc Feature,Misc Val,Mo Sold,Mo Sold (box-cox-1.0),Neighborhood,Open Porch SF,Overall Cond,Overall Qual,Paved Drive,Pool Area,Pool QC,Roof Matl,Roof Style,Sale Condition,Sale Type,Screen Porch,Street,TotRms AbvGrd,TotRms AbvGrd (box-cox-0.0),Total Bath,Total Bath (box-cox-0.5),Total Bsmt SF,Total Porch SF,Utilities,Wood Deck SF,Year Built,Year Remod/Add,Yr Sold,SalePrice,SalePrice (box-cox-0.0)
527,528480130,1112.0,438.0,0.0,NA,2,1Fam,3,1,1,0,4,280.0,812.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,CemntBd,CemntBd,0,0,0,PConc,2,7,438.0,2,3,3,3,Attchd,1550.0,0,GasA,4,2Story,1,3,Lvl,2,8125.0,Inside,3,0.0,060,FV,100.0,Stone,NA,0.0,10,9.0,Somerst,168.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1092.0,168.0,3,0.0,2006,2007,2009,241000.0,12.392552212472792
528,528480170,1836.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1836.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,517.0,2,3,3,3,Attchd,1836.0,0,GasA,4,1Story,1,3,Lvl,2,8125.0,Corner,3,0.0,020,FV,288.0,BrkFace,NA,0.0,10,9.0,Somerst,175.0,4,7,2,0.0,0,CompShg,Hip,Partial,New,0.0,Pave,8,2.0794415416798357,2.0,0.8284271247461903,1836.0,175.0,3,0.0,2008,2009,2009,264500.0,12.48559653028049
529,528482040,1662.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,222.0,1430.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,711.0,3,3,2,3,Attchd,1662.0,0,GasA,4,1Story,1,4,Lvl,2,10625.0,Inside,3,0.0,020,FV,0.0,None,NA,0.0,3,2.0,Somerst,120.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.0,1.4641016151377544,1652.0,288.0,3,168.0,2006,2007,2009,291000.0,12.581078546153629
530,528482130,912.0,1182.0,0.0,NA,4,1Fam,3,1,0,0,4,912.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,615.0,2,3,3,3,BuiltIn,2094.0,1,GasA,4,2Story,1,3,Lvl,2,9375.0,Inside,3,0.0,060,FV,0.0,None,NA,0.0,11,10.0,Somerst,182.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,912.0,364.0,3,182.0,2003,2004,2009,263000.0,12.479909311159902
531,528488100,1221.0,0.0,0.0,Pave,2,1Fam,3,1,1,0,4,811.0,410.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,400.0,2,3,2,3,Attchd,1221.0,0,GasA,4,1Story,1,3,Lvl,2,7500.0,Inside,3,0.0,020,FV,0.0,None,NA,0.0,10,9.0,Somerst,113.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1221.0,113.0,3,0.0,2004,2005,2009,185000.0,12.128111104060462
532,528490040,1553.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,422.0,771.0,360.0,6,5,Y,Norm,Norm,4,0.0,2,3,VinylSd,WdShing,0,0,0,PConc,2,7,588.0,2,3,2,3,Attchd,1553.0,0,GasA,4,1Story,1,3,Lvl,2,8736.0,Inside,2,0.0,020,FV,0.0,None,NA,0.0,8,7.0,Somerst,88.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1553.0,280.0,3,192.0,2003,2004,2009,234500.0,12.365210866868471
533,528490070,812.0,841.0,0.0,NA,3,1Fam,3,1,1,0,4,402.0,410.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,628.0,2,3,2,3,Attchd,1653.0,1,GasA,4,2Story,1,3,Lvl,2,8127.0,Inside,2,0.0,060,FV,0.0,None,NA,0.0,3,2.0,Somerst,45.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.5,1.7416573867739413,812.0,45.0,3,0.0,2003,2003,2009,209000.0,12.250089530946948
534,531363010,1218.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1218.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,1,7,576.0,2,3,2,3,Detchd,1218.0,1,GasA,4,1Story,1,3,Lvl,2,9605.0,Corner,3,0.0,020,RL,0.0,None,NA,0.0,4,3.0,SawyerW,178.0,5,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.5,0.4494897427831779,1218.0,178.0,3,0.0,2007,2007,2009,159000.0,11.976659481202368
535,531363030,1141.0,0.0,0.0,NA,3,1Fam,4,1,1,0,4,1087.0,54.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,1,7,484.0,2,3,2,3,Detchd,1141.0,1,GasA,4,1Story,1,3,Lvl,2,7500.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,6,5.0,SawyerW,0.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,1141.0,182.0,3,182.0,2006,2006,2009,152000.0,11.931635799828413
536,531363050,1158.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1158.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,1,7,0.0,0,0,0,0,NA,1158.0,1,GasA,4,1Story,1,3,Lvl,2,7500.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,8,7.0,SawyerW,50.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.5,0.4494897427831779,1158.0,50.0,3,0.0,2004,2004,2009,143500.0,11.874090314181814
537,531369010,871.0,941.0,0.0,NA,3,1Fam,3,4,0,0,4,835.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,478.0,2,3,2,3,BuiltIn,1812.0,1,GasA,4,2Story,1,3,Lvl,2,10628.0,Corner,2,0.0,060,RL,0.0,None,NA,0.0,1,0.0,SawyerW,91.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.5,1.1622776601683795,835.0,237.0,3,146.0,2004,2004,2009,193000.0,12.170445467887022
538,531369020,1512.0,0.0,0.0,NA,3,1Fam,3,4,0,0,4,222.0,516.0,774.0,4,3,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,845.0,3,3,2,3,Attchd,1512.0,0,GasA,4,1Story,1,3,Lvl,2,10141.0,Inside,2,0.0,020,RL,264.0,BrkFace,NA,0.0,1,0.0,SawyerW,36.0,4,7,2,0.0,0,Tar&Grv,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1512.0,246.0,3,210.0,2004,2004,2009,203000.0,12.220961258023925
540,531375040,1114.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1114.0,0.0,0.0,1,1,Y,RRAe,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,1,7,576.0,2,3,1,3,Detchd,1114.0,1,GasA,4,1Story,1,3,Lvl,2,13072.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,5,4.0,SawyerW,102.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.5,0.4494897427831779,1114.0,350.0,3,248.0,2004,2005,2009,159000.0,11.976659481202368
541,531375090,1114.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1114.0,0.0,0.0,1,1,Y,RRAe,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,1,7,0.0,0,0,0,0,NA,1114.0,1,GasA,4,1Story,1,3,Lvl,2,13072.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,8,7.0,SawyerW,39.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.5,0.4494897427831779,1114.0,39.0,3,0.0,2004,2004,2009,142000.0,11.863582336583399
542,531375130,1114.0,0.0,0.0,NA,3,1Fam,3,1,1,0,4,278.0,836.0,0.0,6,1,Y,RRAe,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,PConc,2,7,576.0,2,3,1,3,Detchd,1114.0,0,GasA,4,1Story,1,3,Lvl,2,12450.0,Inside,3,0.0,020,RL,0.0,None,NA,0.0,6,5.0,SawyerW,42.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,1114.0,42.0,3,0.0,2003,2004,2009,153000.0,11.938193200374572
543,531376090,1450.0,0.0,0.0,NA,2,1Fam,3,1,0,0,4,1450.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,788.0,3,3,2,3,Attchd,1450.0,0,GasA,4,1Story,1,3,Lvl,2,7328.0,Inside,3,0.0,020,RL,140.0,BrkFace,NA,0.0,2,1.0,SawyerW,93.0,4,6,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1450.0,93.0,3,0.0,2008,2009,2009,224243.0,12.32048556427219
544,531379050,913.0,1209.0,0.0,NA,4,1Fam,3,1,1,0,4,276.0,637.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,559.0,2,3,2,3,Attchd,2122.0,1,GasA,4,2Story,1,3,Lvl,2,11492.0,CulDSac,2,0.0,060,RL,132.0,BrkFace,NA,0.0,4,3.0,SawyerW,74.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,3.5,1.7416573867739413,913.0,74.0,3,0.0,1996,1997,2009,220000.0,12.301382825334498
545,531382070,1844.0,0.0,0.0,NA,2,1Fam,4,1,1,0,4,868.0,976.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,620.0,2,3,3,3,Attchd,1844.0,0,GasA,4,1Story,1,3,Lvl,2,10994.0,Corner,2,0.0,020,RL,366.0,Stone,NA,0.0,9,8.0,SawyerW,44.0,4,7,2,0.0,0,CompShg,Gable,Abnorml,COD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,1844.0,209.0,3,165.0,2005,2006,2009,257000.0,12.456831363877356
546,531385020,1434.0,0.0,0.0,NA,3,1Fam,3,1,0,0,4,1434.0,20.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,3,1,PConc,2,7,527.0,2,3,2,3,Attchd,1434.0,0,GasA,4,1Story,1,3,Lvl,2,8529.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,4,3.0,SawyerW,39.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,1454.0,329.0,3,290.0,2001,2001,2009,189000.0,12.14950229404178
547,531450120,833.0,897.0,0.0,NA,3,1Fam,4,1,0,0,4,400.0,52.0,364.0,6,3,Y,Norm,Norm,4,0.0,3,3,HdBoard,HdBoard,0,0,0,PConc,2,7,528.0,2,3,2,3,Attchd,1730.0,1,GasA,4,2Story,1,3,Lvl,2,7703.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,11,10.0,SawyerW,91.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,168.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,816.0,259.0,3,0.0,1992,1992,2009,171500.0,12.052338545588132
548,531452010,626.0,591.0,0.0,NA,3,TwnhsE,3,1,0,0,4,626.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,3,1,CBlock,1,7,288.0,1,3,2,3,Attchd,1217.0,1,GasA,2,2Story,1,2,Lvl,2,10762.0,Corner,3,0.0,160,RL,0.0,None,NA,0.0,4,3.0,SawyerW,28.0,5,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.5,0.4494897427831779,626.0,28.0,3,0.0,1980,1980,2009,120000.0,11.695247021764184
549,531452070,1332.0,0.0,0.0,NA,2,TwnhsE,3,1,0,0,4,1332.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,Plywood,ImStucc,0,0,0,PConc,2,7,542.0,2,3,2,3,Attchd,1332.0,0,GasA,3,1Story,1,3,Lvl,2,7175.0,Inside,3,0.0,120,RL,0.0,None,NA,0.0,2,1.0,SawyerW,60.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,1332.0,60.0,3,0.0,1990,1991,2009,145000.0,11.884489021402711
550,531452260,754.0,786.0,0.0,NA,3,1Fam,3,1,1,0,4,122.0,36.0,596.0,2,6,Y,RRAe,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,495.0,2,3,2,3,Attchd,1540.0,1,GasA,4,2Story,1,3,Lvl,2,9109.0,Inside,3,0.0,060,RL,0.0,None,NA,0.0,10,9.0,SawyerW,32.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.5,1.7416573867739413,754.0,172.0,3,140.0,1994,1994,2009,184000.0,12.122691036591123
551,531453100,698.0,702.0,0.0,NA,3,1Fam,3,1,0,0,4,345.0,331.0,0.0,3,1,Y,Norm,Norm,4,0.0,3,2,VinylSd,VinylSd,0,0,0,CBlock,2,7,465.0,2,3,2,3,Attchd,1400.0,1,GasA,2,2Story,1,2,Lvl,2,10274.0,CulDSac,2,0.0,060,RL,141.0,BrkFace,NA,0.0,7,6.0,SawyerW,48.0,6,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,676.0,48.0,3,0.0,1986,1986,2009,162000.0,11.99535161421452
552,531475220,964.0,918.0,0.0,NA,4,Duplx,0,0,0,0,0,0.0,0.0,0.0,0,0,Y,Norm,Norm,4,0.0,2,2,Wd Sdng,WdShing,0,3,2,Slab,2,7,612.0,2,3,1,3,Attchd,1882.0,0,GasA,2,2Story,2,2,Lvl,2,8250.0,Inside,3,0.0,090,RL,0.0,None,NA,0.0,5,4.0,SawyerW,0.0,6,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,8,2.0794415416798357,2.0,0.8284271247461903,0.0,0.0,3,0.0,1981,1981,2009,160000.0,11.982929094215963
553,531477020,841.0,0.0,0.0,NA,2,1Fam,2,1,0,0,3,721.0,0.0,0.0,1,1,Y,Feedr,Norm,4,24.0,1,1,Wd Sdng,AsbShng,0,0,0,CBlock,1,7,294.0,1,3,1,3,CarPort,841.0,0,GasA,3,1Story,1,2,Lvl,2,8400.0,Inside,3,0.0,020,RH,0.0,None,NA,0.0,9,8.0,SawyerW,0.0,3,3,0,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,1.0,0.0,721.0,274.0,3,250.0,1950,1950,2009,82000.0,11.314474526246391
554,531479020,784.0,0.0,0.0,NA,2,1Fam,2,1,0,0,2,784.0,0.0,0.0,1,1,N,Norm,Norm,3,91.0,2,2,Wd Sdng,Wd Sdng,0,0,0,BrkTil,1,7,360.0,2,2,1,2,Detchd,784.0,0,GasA,2,1.5Unf,1,2,Lvl,2,9000.0,Corner,3,0.0,045,RH,0.0,None,NA,0.0,10,9.0,SawyerW,0.0,2,5,0,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,784.0,91.0,3,0.0,1928,1950,2009,76000.0,11.238488619268468
555,532353020,980.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,28.0,68.0,884.0,2,4,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,3,0,0,CBlock,1,7,400.0,2,3,1,3,Detchd,980.0,0,GasA,3,1Story,1,2,Lvl,2,9750.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,11,10.0,Sawyer,28.0,4,4,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,980.0,28.0,3,0.0,1962,1962,2009,110000.0,11.608235644774552
556,532353130,980.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,420.0,560.0,0.0,4,1,Y,Norm,Norm,4,0.0,2,2,Plywood,Plywood,0,0,0,CBlock,1,7,484.0,2,3,1,3,Detchd,980.0,0,GasA,2,1Story,1,2,Lvl,2,7064.0,Inside,3,0.0,020,RL,153.0,BrkFace,NA,0.0,7,6.0,Sawyer,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.0,0.0,980.0,192.0,3,192.0,1977,1977,2009,135000.0,11.813030057420567
557,532354160,864.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,204.0,660.0,0.0,6,1,Y,Feedr,Norm,4,0.0,2,2,MetalSd,MetalSd,0,0,0,CBlock,1,7,732.0,2,3,1,3,Detchd,864.0,0,GasA,4,1Story,1,2,Lvl,2,8499.0,Corner,2,0.0,020,RL,0.0,None,NA,0.0,6,5.0,Sawyer,312.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,864.0,312.0,3,0.0,1961,1961,2009,141000.0,11.856515169360305
558,532354230,864.0,0.0,0.0,NA,2,1Fam,3,1,0,0,3,0.0,864.0,0.0,4,1,Y,Norm,Norm,4,0.0,2,2,Wd Sdng,Plywood,0,0,0,CBlock,1,7,440.0,1,3,1,3,Attchd,864.0,0,GasA,2,1Story,1,2,Lvl,2,9079.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,7,6.0,Sawyer,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,864.0,158.0,3,158.0,1961,1961,2009,122000.0,11.711776323715394
559,532376070,1020.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,480.0,544.0,0.0,3,1,Y,Norm,Norm,4,0.0,2,2,HdBoard,Plywood,3,0,0,CBlock,2,7,288.0,1,3,1,3,Attchd,1020.0,0,GasA,3,1Story,1,2,Lvl,2,9316.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,5,4.0,Sawyer,0.0,4,4,2,0.0,0,CompShg,Gable,Family,Oth,0.0,Pave,5,1.6094379124341003,2.0,0.8284271247461903,1024.0,171.0,3,171.0,1965,1965,2009,124100.0,11.728842971192698
560,532376110,912.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,288.0,624.0,0.0,5,1,Y,RRAe,Norm,4,0.0,3,3,Plywood,Plywood,2,0,0,CBlock,1,7,300.0,1,3,2,3,Attchd,912.0,0,GasA,4,1Story,1,3,Lvl,2,7791.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,10,9.0,Sawyer,0.0,7,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,912.0,0.0,3,0.0,1963,1995,2009,129000.0,11.76756768334381
561,532377130,1144.0,0.0,0.0,NA,3,1Fam,3,1,1,0,3,270.0,594.0,0.0,4,1,Y,Feedr,Norm,4,0.0,2,2,HdBoard,HdBoard,2,3,1,CBlock,1,7,264.0,1,3,2,3,Attchd,1144.0,0,GasA,4,1Story,1,2,Lvl,2,10000.0,Corner,3,0.0,020,RL,0.0,None,Shed,400.0,3,2.0,Sawyer,0.0,5,4,2,0.0,0,CompShg,Hip,Normal,WD,0.0,Pave,6,1.791759469228055,2.0,0.8284271247461903,864.0,165.0,3,165.0,1961,1983,2009,131400.0,11.786001385032646
562,532378120,864.0,0.0,0.0,NA,3,1Fam,3,1,0,0,3,0.0,553.0,311.0,3,4,Y,Norm,Norm,4,236.0,2,2,MetalSd,MetalSd,2,1,1,CBlock,1,7,360.0,1,3,1,3,Detchd,864.0,0,GasA,3,1Story,1,2,Lvl,2,8281.0,Inside,2,0.0,020,RL,0.0,None,NA,0.0,12,11.0,Sawyer,0.0,4,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,1.0,0.0,864.0,236.0,3,0.0,1965,1965,2009,62383.0,11.041048081342682
563,532378180,912.0,0.0,0.0,NA,3,1Fam,3,1,0,1,3,182.0,140.0,590.0,2,4,Y,Feedr,Norm,4,0.0,2,2,VinylSd,VinylSd,0,0,0,CBlock,1,7,252.0,1,3,1,3,Attchd,912.0,0,GasA,3,1Story,1,2,Lvl,2,7150.0,Inside,3,0.0,020,RL,60.0,BrkFace,NA,0.0,10,9.0,Sawyer,0.0,5,4,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,1.5,0.4494897427831779,912.0,0.0,3,0.0,1962,1962,2009,123000.0,11.719939634354555
564,532478020,2014.0,0.0,255.0,NA,2,1Fam,4,4,1,0,4,189.0,1733.0,92.0,5,3,Y,Norm,Norm,4,0.0,3,3,VinylSd,VinylSd,3,4,2,CBlock,2,3,864.0,3,3,2,3,Attchd,2014.0,0,GasA,3,1Story,1,3,Low,2,15676.0,Inside,2,0.0,020,RL,115.0,BrkFace,NA,0.0,4,3.0,Veenker,0.0,7,7,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,3.0,1.4641016151377544,2014.0,717.0,3,462.0,1980,1980,2009,275000.0,12.524526376648708
565,533135020,975.0,780.0,0.0,NA,3,1Fam,3,1,0,1,4,158.0,601.0,216.0,6,5,Y,Norm,Norm,4,0.0,3,3,VinylSd,VinylSd,4,3,1,PConc,2,7,524.0,2,3,1,3,Attchd,1755.0,1,GasA,4,2Story,1,3,Lvl,2,11949.0,Inside,3,0.0,060,RL,196.0,BrkFace,NA,0.0,7,6.0,NoRidge,60.0,7,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,7,1.9459101490553132,3.0,1.4641016151377544,975.0,562.0,3,502.0,1991,2008,2009,235000.0,12.367340793126296
566,533206020,1376.0,1629.0,0.0,Pave,3,TwnhsI,3,1,0,0,4,1376.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,MetalSd,MetalSd,0,3,1,PConc,2,4,704.0,3,3,3,3,BuiltIn,3005.0,1,GasA,4,2Story,1,3,Lvl,2,2880.0,Inside,3,0.0,160,FV,0.0,None,NA,0.0,7,6.0,Somerst,177.0,4,6,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,9,2.1972245773362196,2.5,1.1622776601683795,1376.0,177.0,3,0.0,2004,2005,2009,280750.0,12.54521987260069
567,533210010,612.0,612.0,0.0,Pave,2,TwnhsE,3,3,0,0,4,612.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,528.0,2,3,2,3,Detchd,1224.0,1,GasA,4,2Story,1,3,Lvl,2,3951.0,Corner,3,0.0,160,FV,76.0,Stone,NA,0.0,6,5.0,Somerst,234.0,4,5,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,4,1.3862943611198906,2.5,1.1622776601683795,612.0,234.0,3,0.0,2009,2009,2009,164500.0,12.010665849187564
568,533210020,612.0,612.0,0.0,Pave,2,TwnhsE,3,3,0,0,4,318.0,294.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,0,0,PConc,2,7,528.0,2,3,2,3,Detchd,1224.0,1,GasA,4,2Story,1,3,Lvl,2,3000.0,Inside,3,0.0,160,FV,76.0,Stone,NA,0.0,6,5.0,Somerst,234.0,4,5,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,4,1.3862943611198906,2.5,1.1622776601683795,612.0,234.0,3,0.0,2009,2009,2009,173733.0,12.065274916913605
569,533213010,1726.0,0.0,0.0,Pave,2,TwnhsE,3,1,0,0,4,1726.0,0.0,0.0,1,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,2,7,561.0,2,3,3,3,Attchd,1726.0,1,GasA,4,1Story,1,3,Lvl,2,3830.0,Inside,2,0.0,120,FV,280.0,Stone,NA,0.0,1,0.0,Somerst,254.0,4,5,2,0.0,0,CompShg,Gable,Partial,New,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,1726.0,254.0,3,0.0,2008,2008,2009,222000.0,12.310432660854417
570,533213020,1256.0,0.0,0.0,Pave,1,TwnhsE,3,1,1,0,4,183.0,962.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,VinylSd,VinylSd,0,4,1,PConc,1,7,641.0,2,3,3,3,Attchd,1256.0,1,GasA,4,1Story,1,3,Lvl,2,4217.0,Inside,2,0.0,120,FV,252.0,Stone,NA,0.0,3,2.0,Somerst,169.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,5,1.6094379124341003,2.5,1.1622776601683795,1145.0,169.0,3,0.0,2008,2008,2009,195000.0,12.180754837545884
571,533213040,742.0,729.0,0.0,Pave,3,TwnhsE,3,1,0,0,4,348.0,381.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,2,MetalSd,MetalSd,0,0,0,PConc,2,7,440.0,2,3,1,3,Detchd,1471.0,1,GasA,3,2Story,1,2,Lvl,2,3230.0,Inside,3,0.0,160,FV,894.0,BrkFace,NA,0.0,3,2.0,Somerst,24.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,6,1.791759469228055,2.5,1.1622776601683795,729.0,24.0,3,0.0,1999,1999,2009,172500.0,12.058152515453552
572,533221040,756.0,756.0,0.0,NA,2,TwnhsE,3,1,1,0,4,249.0,507.0,0.0,6,1,Y,Norm,Norm,4,0.0,2,3,MetalSd,MetalSd,0,0,0,PConc,2,7,440.0,2,3,1,3,Detchd,1512.0,1,GasA,4,2Story,1,3,Lvl,2,2998.0,Inside,3,0.0,160,FV,513.0,BrkFace,NA,0.0,8,7.0,Somerst,32.0,4,5,2,0.0,0,CompShg,Gable,Normal,WD,0.0,Pave,4,1.3862943611198906,3.5,1.7416573867739413,756.0,32.0,3,0.0,2000,2000,2009,180000.0,12.100712129872347
